X(E/m),Y(N/m)
330162.647946309356485,4156682.894286193419248
330162.797921248013154,4156682.880118217784911
330162.947896187077276,4156682.865950242616236
330163.097871124220546,4156682.851782272104174
330163.247846061713062,4156682.837614302989095
330163.406656406354159,4156682.823265632148832
330163.556631344545167,4156682.809097669087350
330163.856581224419642,4156682.780761751811951
330164.147468762355857,4156682.741510583553463
330164.297216763952747,4156682.716246670577675
330164.446964768576436,4156682.690982758067548
330164.596939709910657,4156682.676814813166857
330164.738306185230613,4156682.673923541326076
330165.020358324749395,4156682.634853111114353
330165.320081275713164,4156682.595421280246228
330165.461447754176334,4156682.592530021443963
330165.620258102775551,4156682.578181392047554
330165.770459983614273,4156682.575109435245395
330165.920434930361807,4156682.560941515024751
330166.220384822576307,4156682.532605683431029
330166.546387058915570,4156682.481535824015737
330166.704970474936999,4156682.456091251224279
330166.863553893927019,4156682.430646680761129
330167.022137313731946,4156682.405202114023268
330167.180720732139889,4156682.379757550079376
330167.479762895149179,4156682.307037902995944
330167.787867401784752,4156682.245233532506973
330167.937388486054260,4156682.208873717579991
330168.087136507383548,4156682.183609872125089
330168.228049122146331,4156682.158526729326695
330168.368961737782229,4156682.133443590253592
330168.650560040492564,4156682.072181353811175
330168.932385279331356,4156682.022015090566128
330169.064462493639439,4156681.997112662531435
330169.205375113640912,4156681.972029536962509
330169.346514668548480,4156681.958042378071696
330169.487427289888728,4156681.932959257625043
330169.628112980513833,4156681.896780174691230
330169.769025605695788,4156681.871697059832513
330170.032953112327959,4156681.810796266421676
330170.182474214467220,4156681.774436494801193
330170.332222246041056,4156681.749172690790147
330170.481970280583482,4156681.723908889107406
330170.622882908326574,4156681.698825786821544
330170.877975022071041,4156681.638105719815940
330171.150511018466204,4156681.565928301773965
330171.317249079234898,4156681.507015224080533
330171.475605596904643,4156681.470474778208882
330171.616291304468177,4156681.434295728337020
330171.756750082364306,4156681.387020716909319
330172.029059164982755,4156681.303747361991554
330172.319039066554978,4156681.220112624112517
330172.609245900821406,4156681.147573861759156
330172.775983981206082,4156681.088660813868046
330172.942722061590757,4156681.029747770633548
330173.267816678155214,4156680.934294318780303
330173.575240489153657,4156680.839202271774411
330173.751040913804900,4156680.791204513981938
330173.918005933985114,4156680.743387454655021
330174.093806360033341,4156680.695389705244452
330174.251935977488756,4156680.647753347642720
330174.594247584813274,4156680.529746631626040
330174.910506830201484,4156680.434473938774318
330175.068636456504464,4156680.386837597936392
330175.226993006130215,4156680.350297224242240
330175.385122635518201,4156680.302660889457911
330175.534189934202004,4156680.244109285064042
330175.850676122470759,4156680.159932594280690
330176.150172270718031,4156680.109405195340514
330176.308755753911100,4156680.083960808347911
330176.617314233502839,4156680.044348699506372
330176.775670797156636,4156680.007808356545866
330177.075166954717133,4156679.957280991133302
330177.233750442741439,4156679.931836621370167
330177.392333929368760,4156679.906392254400998
330177.542308930540457,4156679.892224546521902
330177.692283934331499,4156679.878056842368096
330177.850867422879674,4156679.852612485177815
330178.009223994333297,4156679.816072164569050
330178.308947083656676,4156679.776640810072422
330178.635176396695897,4156679.736667397432029
330178.802595297165681,4156679.711042368318886
330178.952570305147674,4156679.696874686051160
330179.110926883295178,4156679.660334386862814
330179.278345786209684,4156679.634709367528558
330179.578068885602988,4156679.595278059598058
330179.904752044356428,4156679.577496625948697
330180.213310554856434,4156679.537884653080255
330180.380729464697652,4156679.512259655166417
330180.539312965818681,4156679.486815351061523
330180.706731877231505,4156679.461190359201282
330181.015290394308977,4156679.421578415669501
330181.324302742839791,4156679.404158413875848
330181.632634350622538,4156679.353450527880341
330181.790990942216013,4156679.316910280846059
330182.090714060119353,4156679.277479063719511
330182.381601772736758,4156679.238228542730212
330182.690160302678123,4156679.198616661131382
330182.848743814392947,4156679.173172401264310
330182.998491921578534,4156679.147908827755600
330183.280771144316532,4156679.119934987276793
330183.580948098795488,4156679.102695753797889
330183.898115132586099,4156679.051807268988341
330184.074142555356957,4156679.014905698597431
330184.232272249821108,4156678.967269534245133
330184.522479245206341,4156678.894731194246560
330184.812459334265441,4156678.811096901074052
330185.093150199390948,4156678.705451368819922
330185.347107934358064,4156678.589251928962767
330185.601292586070485,4156678.484148463699967
330185.855023426993284,4156678.356853074859828
330185.994574688374996,4156678.265194449573755
330186.247397905564867,4156678.093515215907246
330186.473941813048441,4156677.933473996818066
330186.691196503466927,4156677.751421535387635
330186.795179239474237,4156677.649389682337642
330186.994309309753589,4156677.445506662130356
330187.193439390044659,4156677.241623647045344
330187.383960977895185,4156677.049017281737179
330187.573801853228360,4156676.823123027570546
330187.745745011838153,4156676.586494172923267
330187.908625861280598,4156676.338950035627931
330188.071506720734760,4156676.091405903920531
330188.199045948684216,4156675.844584491103888
330188.317069053067826,4156675.564655865076929
330188.443927579792216,4156675.284546562936157
330188.588683842797764,4156675.015171870589256
330188.742048622341827,4156674.734520537313074
330188.894959604716860,4156674.431677279062569
330189.057159821502864,4156674.150845273863524
330189.228422365384176,4156673.880928560160100
330189.382014096481726,4156673.611373205203563
330189.526543517888058,4156673.330902566201985
330189.679681459558196,4156673.039155289530754
330189.859325657365844,4156672.746865983586758
330190.021299039362930,4156672.454938035458326
330190.182818626752123,4156672.140818163286895
330190.345018934051041,4156671.859986187890172
330190.498610742506571,4156671.590430856682360
330190.661037974874489,4156671.320694854483008
330190.823238318145741,4156671.039862889330834
330190.900261139264330,4156670.916181191336364
330191.071750719740521,4156670.657360486220568
330191.225569475675002,4156670.398901135195047
330191.387769857770763,4156670.118069184012711
330191.559259468922392,4156669.859248489607126
330191.739584510854911,4156669.600247124675661
330191.910847243678290,4156669.330330473370850
330192.099553928128444,4156669.048956511542201
330192.261981266550720,4156668.779220543801785
330192.433244036859833,4156668.509303905535489
330192.622631456120871,4156668.261217851191759
330192.829235926328693,4156667.990578524768353
330193.027685688459314,4156667.753407773096114
330193.234743982902728,4156667.504960386548191
330193.442029188619927,4156667.267608971334994
330193.666985246585682,4156667.029896214138716
330193.900776738068089,4156666.792002792470157
330194.143403665977530,4156666.553928704466671
330194.385803708399180,4156666.304758659098297
330194.619595241267234,4156666.066865257918835
330194.845232058316469,4156665.862440429627895
330195.088539727439638,4156665.657654264476150
330195.349291356164031,4156665.441410800907761
330195.610269896162208,4156665.236263311002403
330195.861959234112874,4156665.009104569908231
330196.122484010644257,4156664.781765168532729
330196.409288175054826,4156664.542787800077349
330196.679102189838886,4156664.337459674105048
330196.940080797125120,4156664.132312228903174
330197.061507787788287,4156664.018823214340955
330197.331094944616780,4156663.802399147301912
330197.592300475109369,4156663.608347686473280
330197.835608277528081,4156663.403561608400196
330198.052863606368192,4156663.221509469673038
330198.260149059002288,4156662.984158183448017
330198.441382031072862,4156662.769540835637599
330198.605624839547090,4156662.588572720531374
330198.665430790977553,4156662.487444369588047
330198.785496485244948,4156662.307379595469683
330198.879736579954624,4156662.161144717130810
330198.956532718380913,4156662.026367140933871
330198.990739965462126,4156661.970164651051164
