X(E/m),Y(N/m)
330208.242522563959938,4156675.667843566276133
330207.925582181662321,4156675.729827075265348
330207.590744102548342,4156675.781075949780643
330207.273803728166968,4156675.843059485778213
330206.956863357860129,4156675.905043032485992
330206.631087581510656,4156675.967207252513617
330206.305538691347465,4156676.040467449463904
330205.979989806306548,4156676.113727658521384
330205.654440924059600,4156676.186987881548703
330205.311674996220972,4156676.282801367808133
330204.950784488231875,4156676.356784262228757
330204.607791689631995,4156676.441501813009381
330204.265025780012365,4156676.537315343972296
330203.904589060635772,4156676.633490213658661
330203.552760872524232,4156676.718388471286744
330203.218603507324588,4156676.802925419993699
330202.902116969169583,4156676.887101052328944
330202.594465845962986,4156676.971096035558730
330202.277525544282980,4156677.033079762943089
330201.987318362051155,4156677.105617476627231
330201.714555116370320,4156677.166697903070599
330201.450854169612285,4156677.238693640101701
330201.178090931323823,4156677.299774085171521
330200.923225401551463,4156677.371589174028486
330200.677649066084996,4156677.465415532700717
330200.449743553181179,4156677.558880567550659
330200.212548856041394,4156677.630334347020835
330199.993024977389723,4156677.701426797546446
330199.773954886302818,4156677.794711183756590
330199.563720208301675,4156677.887814909685403
330199.344196343503427,4156677.958907378837466
330199.133054106845520,4156678.007627257145941
330198.913757140457164,4156678.089815701358020
330198.684944092819933,4156678.138896927703172
330198.447068746783771,4156678.177062863018364
330198.235245840856805,4156678.192494870629162
330198.006432796886656,4156678.241576116997749
330197.769238136708736,4156678.313029965385795
330197.550168083980680,4156678.406314411666244
330197.339706549479160,4156678.488322230521590
330197.120636505773291,4156678.581606688443571
330196.910401874338277,4156678.674710483755916
330196.691104942408856,4156678.756898989435285
330196.444621108239517,4156678.806341618299484
330196.189755658386275,4156678.878156855236739
330195.856279133411590,4156678.995981996878982
330195.609795307740569,4156679.045424651820213
330195.354476079577580,4156679.095047985203564
330195.108219156332780,4156679.155586619395763
330194.757525634719059,4156679.295965080615133
330194.450328464503400,4156679.402152300346643
330194.229670184664428,4156679.417765083257109
330194.000630293798167,4156679.455750477034599
330193.736702577560209,4156679.516650496982038
330193.481383372098207,4156679.566273890435696
330193.208393353619613,4156679.616258637513965
330192.944919445086271,4156679.699350615032017
330192.655166224343702,4156679.794080587569624
330192.374021513154730,4156679.877533931750804
330192.084041400637943,4156679.961167961824685
330191.794288197532296,4156680.055897966027260
330191.391263028315734,4156680.230648519471288
330191.118953750934452,4156680.313921231310815
330190.855252981418744,4156680.385917311068624
330190.592006020597182,4156680.480105329770595
330190.302479751640931,4156680.585931350477040
330190.021788895362988,4156680.691576707642525
330189.732262640085537,4156680.797402748838067
330189.451571799465455,4156680.903048124630004
330189.066671339678578,4156681.099629368633032
330188.776691299804952,4156681.183263515122235
330188.486938169342466,4156681.277993637602776
330188.188576546614058,4156681.384000416379422
330187.803449229279067,4156681.569485755637288
330187.513469214201905,4156681.653119947761297
330187.205818395130336,4156681.737115512136370
330186.889785993786063,4156681.843483698554337
330186.469317106413655,4156682.029691823758185
330186.109107702737674,4156682.136963447555900
330185.721938272530679,4156682.222585203126073
330185.326387266337406,4156682.330579587258399
330184.921773956390098,4156682.427658710163087
330184.516933738952503,4156682.513641889207065
330184.112093533272855,4156682.599625085946172
330183.698191013885662,4156682.674693024251610
330183.257782294065692,4156682.750303036533296
330182.825982066220604,4156682.814636422321200
330182.403017249831464,4156682.878789145499468
330181.989114757510833,4156682.953857168555260
330181.557768380094785,4156683.040382551494986
330181.161763624404557,4156683.126185208559036
330180.774140448076651,4156683.189615268260241
330180.396033429482486,4156683.286152550950646
330180.017472583393101,4156683.360497924033552
330179.647974066901952,4156683.445758590474725
330179.278475554776378,4156683.531019274145365
330178.890852404816542,4156683.594449421856552
330178.485785375931300,4156683.669336932711303
330178.098616077215411,4156683.754959049168974
330177.737952996278182,4156683.840039109811187
330177.377516840992030,4156683.936215154826641
330177.034524579008576,4156684.020933865569532
330176.691759243374690,4156684.116748556960374
330176.366437799413688,4156684.201105912216008
330176.040662515326403,4156684.263271352276206
330175.714887235430069,4156684.325436801649630
330175.380049633327872,4156684.376686996314675
330175.071718241611961,4156684.427395122125745
330174.745489123743027,4156684.467368681915104
330174.419033082900569,4156684.496246289461851
330174.074906237015966,4156684.525485299993306
330173.739614797173999,4156684.554543630219996
330173.413385687803384,4156684.594517241232097
330173.095991983078420,4156684.634310171939433
