stamp,ori_x,ori_y,ori_z,ori_w
1756981213.936681,0.0,0.0,0.0,1.0
1756981213.9367583,0.0,0.0,0.0,1.0
1756981213.9368174,0.0,0.0,0.0,1.0
1756981213.936845,0.0,0.0,0.0,1.0
1756981213.9368875,0.0,0.0,0.0,1.0
1756981213.936904,0.0,0.0,0.0,1.0
1756981213.9369233,0.0,0.0,0.0,1.0
1756981213.9637733,0.0,0.0,0.0,1.0
1756981213.963815,0.0,0.0,0.0,1.0
1756981213.9638433,0.0,0.0,0.0,1.0
1756981213.9638722,0.0,0.0,0.0,1.0
1756981213.963891,0.0,0.0,0.0,1.0
1756981213.9639728,0.0,0.0,0.0,1.0
1756981213.9640048,0.0,0.0,0.0,1.0
1756981213.9794054,0.0,0.0,0.0,1.0
1756981213.979609,0.0,0.0,0.0,1.0
1756981213.9796567,0.0,0.0,0.0,1.0
1756981213.97969,0.0,0.0,0.0,1.0
1756981213.979716,0.0,0.0,0.0,1.0
1756981213.9797468,0.0,0.0,0.0,1.0
1756981213.9797754,0.0,0.0,0.0,1.0
1756981213.9798014,0.0,0.0,0.0,1.0
1756981213.9969757,0.0,0.0,0.0,1.0
1756981213.9970107,0.0,0.0,0.0,1.0
1756981213.9970293,0.0,0.0,0.0,1.0
1756981213.9970467,0.0,0.0,0.0,1.0
1756981213.9970636,0.0,0.0,0.0,1.0
1756981213.9970803,0.0,0.0,0.0,1.0
1756981213.9970975,0.0,0.0,0.0,1.0
1756981214.0168462,0.0,0.0,0.0,1.0
1756981214.0169096,0.0,0.0,0.0,1.0
1756981214.016973,0.0,0.0,0.0,1.0
1756981214.0170243,0.0,0.0,0.0,1.0
1756981214.0170624,0.0,0.0,0.0,1.0
1756981214.0171254,0.0,0.0,0.0,1.0
1756981214.0171642,0.0,0.0,0.0,1.0
1756981214.0389962,0.0,0.0,0.0,1.0
1756981214.0390427,0.0,0.0,0.0,1.0
1756981214.0390613,0.0,0.0,0.0,1.0
1756981214.0390785,0.0,0.0,0.0,1.0
1756981214.0390956,0.0,0.0,0.0,1.0
1756981214.0391133,0.0,0.0,0.0,1.0
1756981214.0391307,0.0,0.0,0.0,1.0
1756981214.0669608,0.0,0.0,0.0,1.0
1756981214.0669951,0.0,0.0,0.0,1.0
1756981214.067014,0.0,0.0,0.0,1.0
1756981214.0670316,0.0,0.0,0.0,1.0
1756981214.067049,0.0,0.0,0.0,1.0
1756981214.0670664,0.0,0.0,0.0,1.0
1756981214.0670836,0.0,0.0,0.0,1.0
1756981214.078162,0.0,0.0,0.0,1.0
1756981214.0782084,0.0,0.0,0.0,1.0
1756981214.078227,0.0,0.0,0.0,1.0
1756981214.0782442,0.0,0.0,0.0,1.0
1756981214.078261,0.0,0.0,0.0,1.0
1756981214.0782769,0.0,0.0,0.0,1.0
1756981214.0782938,0.0,0.0,0.0,1.0
1756981214.078736,0.0,0.0,0.0,1.0
1756981214.1137311,0.0,0.0,0.0,1.0
1756981214.1137679,0.0,0.0,0.0,1.0
1756981214.113786,0.0,0.0,0.0,1.0
1756981214.1138034,0.0,0.0,0.0,1.0
1756981214.11382,0.0,0.0,0.0,1.0
1756981214.1138372,0.0,0.0,0.0,1.0
1756981214.1138544,0.0,0.0,0.0,1.0
1756981214.1188052,0.0,0.0,0.0,1.0
1756981214.1189384,0.0,0.0,0.0,1.0
1756981214.118977,0.0,0.0,0.0,1.0
1756981214.1190035,0.0,0.0,0.0,1.0
1756981214.1190283,0.0,0.0,0.0,1.0
1756981214.1190536,0.0,0.0,0.0,1.0
1756981214.1190798,0.0,0.0,0.0,1.0
1756981214.1374855,0.0,0.0,0.0,1.0
1756981214.1375132,0.0,0.0,0.0,1.0
1756981214.137522,0.0,0.0,0.0,1.0
1756981214.137532,0.0,0.0,0.0,1.0
1756981214.1375396,0.0,0.0,0.0,1.0
1756981214.1375473,0.0,0.0,0.0,1.0
1756981214.1375551,0.0,0.0,0.0,1.0
1756981214.1592429,0.0,0.0,0.0,1.0
1756981214.159294,0.0,0.0,0.0,1.0
1756981214.1593223,0.0,0.0,0.0,1.0
1756981214.1593487,0.0,0.0,0.0,1.0
1756981214.159374,0.0,0.0,0.0,1.0
1756981214.1593983,0.0,0.0,0.0,1.0
1756981214.159424,0.0,0.0,0.0,1.0
1756981214.1789618,0.0,0.0,0.0,1.0
1756981214.179014,0.0,0.0,0.0,1.0
1756981214.1790512,0.0,0.0,0.0,1.0
1756981214.1791081,0.0,0.0,0.0,1.0
1756981214.1791415,0.0,0.0,0.0,1.0
1756981214.1791687,0.0,0.0,0.0,1.0
1756981214.1791937,0.0,0.0,0.0,1.0
1756981214.1792195,0.0,0.0,0.0,1.0
1756981214.2116547,0.0,0.0,0.0,1.0
1756981214.211668,0.0,0.0,0.0,1.0
1756981214.211678,0.0,0.0,0.0,1.0
1756981214.2117,0.0,0.0,0.0,1.0
1756981214.21171,0.0,0.0,0.0,1.0
1756981214.2117183,0.0,0.0,0.0,1.0
1756981214.2117262,0.0,0.0,0.0,1.0
1756981214.2288294,0.0,0.0,0.0,1.0
1756981214.2288508,0.0,0.0,0.0,1.0
1756981214.2288606,0.0,0.0,0.0,1.0
1756981214.2288694,0.0,0.0,0.0,1.0
1756981214.2288787,0.0,0.0,0.0,1.0
1756981214.2288861,0.0,0.0,0.0,1.0
1756981214.228898,0.0,0.0,0.0,1.0
1756981214.2399578,0.0,0.0,0.0,1.0
1756981214.2400079,0.0,0.0,0.0,1.0
1756981214.2400868,0.0,0.0,0.0,1.0
1756981214.2401621,0.0,0.0,0.0,1.0
1756981214.2401955,0.0,0.0,0.0,1.0
1756981214.240222,0.0,0.0,0.0,1.0
1756981214.2402492,0.0,0.0,0.0,1.0
1756981214.259093,0.0,0.0,0.0,1.0
1756981214.2591572,0.0,0.0,0.0,1.0
1756981214.2591865,0.0,0.0,0.0,1.0
1756981214.2593534,0.0,0.0,0.0,1.0
1756981214.2593842,0.0,0.0,0.0,1.0
1756981214.2594113,0.0,0.0,0.0,1.0
1756981214.2594895,0.0,0.0,0.0,1.0
1756981214.2788692,0.0,0.0,0.0,1.0
1756981214.2805808,0.0,0.0,0.0,1.0
1756981214.2806091,0.0,0.0,0.0,1.0
1756981214.2806313,0.0,0.0,0.0,1.0
1756981214.2806506,0.0,0.0,0.0,1.0
1756981214.2806742,0.0,0.0,0.0,1.0
1756981214.2806911,0.0,0.0,0.0,1.0
1756981214.2807083,0.0,0.0,0.0,1.0
1756981214.3013728,0.0,0.0,0.0,1.0
1756981214.3014247,0.0,0.0,0.0,1.0
1756981214.301446,0.0,0.0,0.0,1.0
1756981214.3014536,0.0,0.0,0.0,1.0
1756981214.301462,0.0,0.0,0.0,1.0
1756981214.3014703,0.0,0.0,0.0,1.0
1756981214.3014777,0.0,0.0,0.0,1.0
1756981214.3207138,0.0,0.0,0.0,1.0
1756981214.3207512,0.0,0.0,0.0,1.0
1756981214.3207712,0.0,0.0,0.0,1.0
1756981214.3207889,0.0,0.0,0.0,1.0
1756981214.3208065,0.0,0.0,0.0,1.0
1756981214.3208241,0.0,0.0,0.0,1.0
1756981214.3208423,0.0,0.0,0.0,1.0
1756981214.34047,0.0,0.0,0.0,1.0
1756981214.340504,0.0,0.0,0.0,1.0
1756981214.3405325,0.0,0.0,0.0,1.0
1756981214.340572,0.0,0.0,0.0,1.0
1756981214.340597,0.0,0.0,0.0,1.0
1756981214.3406172,0.0,0.0,0.0,1.0
1756981214.3406363,0.0,0.0,0.0,1.0
1756981214.3668625,0.0,0.0,0.0,1.0
1756981214.3668976,0.0,0.0,0.0,1.0
1756981214.3669147,0.0,0.0,0.0,1.0
1756981214.3670537,0.0,0.0,0.0,1.0
1756981214.3672178,0.0,0.0,0.0,1.0
1756981214.3672493,0.0,0.0,0.0,1.0
1756981214.3672674,0.0,0.0,0.0,1.0
1756981214.3787825,0.0,0.0,0.0,1.0
1756981214.3909988,0.0,0.0,0.0,1.0
1756981214.3910482,0.0,0.0,0.0,1.0
1756981214.3910785,0.0,0.0,0.0,1.0
1756981214.391106,0.0,0.0,0.0,1.0
1756981214.3911355,0.0,0.0,0.0,1.0
1756981214.3911638,0.0,0.0,0.0,1.0
1756981214.3911912,0.0,0.0,0.0,1.0
1756981214.4107964,0.0,0.0,0.0,1.0
1756981214.4108412,0.0,0.0,0.0,1.0
1756981214.4108613,0.0,0.0,0.0,1.0
1756981214.410879,0.0,0.0,0.0,1.0
1756981214.4108958,0.0,0.0,0.0,1.0
1756981214.4109118,0.0,0.0,0.0,1.0
1756981214.4109285,0.0,0.0,0.0,1.0
1756981214.4226887,0.0,0.0,0.0,1.0
1756981214.422716,0.0,0.0,0.0,1.0
1756981214.4227355,0.0,0.0,0.0,1.0
1756981214.422782,0.0,0.0,0.0,1.0
1756981214.4228027,0.0,0.0,0.0,1.0
1756981214.4228225,0.0,0.0,0.0,1.0
1756981214.4228363,0.0,0.0,0.0,1.0
1756981214.4425783,0.0,0.0,0.0,1.0
1756981214.442719,0.0,0.0,0.0,1.0
1756981214.4427948,0.0,0.0,0.0,1.0
1756981214.4428236,0.0,0.0,0.0,1.0
1756981214.4428499,0.0,0.0,0.0,1.0
1756981214.442876,0.0,0.0,0.0,1.0
1756981214.4429023,0.0,0.0,0.0,1.0
1756981214.462817,0.0,0.0,0.0,1.0
1756981214.4628518,0.0,0.0,0.0,1.0
1756981214.4628706,0.0,0.0,0.0,1.0
1756981214.4628887,0.0,0.0,0.0,1.0
1756981214.4629061,0.0,0.0,0.0,1.0
1756981214.4629228,0.0,0.0,0.0,1.0
1756981214.4629414,0.0,0.0,0.0,1.0
1756981214.4788136,0.0,0.0,0.0,1.0
1756981214.4932032,0.0,0.0,0.0,1.0
1756981214.4932542,0.0,0.0,0.0,1.0
1756981214.4932888,0.0,0.0,0.0,1.0
1756981214.4936638,0.0,0.0,0.0,1.0
1756981214.4937084,0.0,0.0,0.0,1.0
1756981214.4937377,0.0,0.0,0.0,1.0
1756981214.493765,0.0,0.0,0.0,1.0
1756981214.50122,0.0,0.0,0.0,1.0
1756981214.5012915,0.0,0.0,0.0,1.0
1756981214.5013204,0.0,0.0,0.0,1.0
1756981214.501347,0.0,0.0,0.0,1.0
1756981214.501374,0.0,0.0,0.0,1.0
1756981214.501403,0.0,0.0,0.0,1.0
1756981214.5014312,0.0,0.0,0.0,1.0
1756981214.5246546,0.0,0.0,0.0,1.0
1756981214.5246758,0.0,0.0,0.0,1.0
1756981214.5246859,0.0,0.0,0.0,1.0
1756981214.5247624,0.0,0.0,0.0,1.0
1756981214.5247865,0.0,0.0,0.0,1.0
1756981214.5248,0.0,0.0,0.0,1.0
1756981214.5248091,0.0,0.0,0.0,1.0
1756981214.542725,0.0,0.0,0.0,1.0
1756981214.542769,0.0,0.0,0.0,1.0
1756981214.5427952,0.0,0.0,0.0,1.0
1756981214.5428166,0.0,0.0,0.0,1.0
1756981214.542838,0.0,0.0,0.0,1.0
1756981214.5428596,0.0,0.0,0.0,1.0
1756981214.542882,0.0,0.0,0.0,1.0
1756981214.5657103,0.0,0.0,0.0,1.0
1756981214.5657492,0.0,0.0,0.0,1.0
1756981214.5657685,0.0,0.0,0.0,1.0
1756981214.5657868,0.0,0.0,0.0,1.0
1756981214.5658028,0.0,0.0,0.0,1.0
1756981214.5658193,0.0,0.0,0.0,1.0
1756981214.5658362,0.0,0.0,0.0,1.0
1756981214.5789068,0.0,0.0,0.0,1.0
1756981214.5846617,0.0,0.0,0.0,1.0
1756981214.5847466,0.0,0.0,0.0,1.0
1756981214.584805,0.0,0.0,0.0,1.0
1756981214.5848541,0.0,0.0,0.0,1.0
1756981214.5849013,0.0,0.0,0.0,1.0
1756981214.584949,0.0,0.0,0.0,1.0
1756981214.584997,0.0,0.0,0.0,1.0
1756981214.605947,0.0,0.0,0.0,1.0
1756981214.6060085,0.0,0.0,0.0,1.0
1756981214.6060374,0.0,0.0,0.0,1.0
1756981214.6060643,0.0,0.0,0.0,1.0
1756981214.6060917,0.0,0.0,0.0,1.0
1756981214.6061199,0.0,0.0,0.0,1.0
1756981214.606149,0.0,0.0,0.0,1.0
1756981214.624997,0.0,0.0,0.0,1.0
1756981214.6250854,0.0,0.0,0.0,1.0
1756981214.6251326,0.0,0.0,0.0,1.0
1756981214.6251774,0.0,0.0,0.0,1.0
1756981214.625222,0.0,0.0,0.0,1.0
1756981214.625266,0.0,0.0,0.0,1.0
1756981214.625314,0.0,0.0,0.0,1.0
1756981214.64179,0.0,0.0,0.0,1.0
1756981214.6418407,0.0,0.0,0.0,1.0
1756981214.641877,0.0,0.0,0.0,1.0
1756981214.641906,0.0,0.0,0.0,1.0
1756981214.6419382,0.0,0.0,0.0,1.0
1756981214.641967,0.0,0.0,0.0,1.0
1756981214.6419976,0.0,0.0,0.0,1.0
1756981214.6727974,0.0,0.0,0.0,1.0
1756981214.6728241,0.0,0.0,0.0,1.0
1756981214.672837,0.0,0.0,0.0,1.0
1756981214.6728504,0.0,0.0,0.0,1.0
1756981214.672864,0.0,0.0,0.0,1.0
1756981214.6728761,0.0,0.0,0.0,1.0
1756981214.6728885,0.0,0.0,0.0,1.0
1756981214.6791594,0.0,0.0,0.0,1.0
1756981214.6839077,0.0,0.0,0.0,1.0
1756981214.6839633,0.0,0.0,0.0,1.0
1756981214.6839962,0.0,0.0,0.0,1.0
1756981214.6840355,0.0,0.0,0.0,1.0
1756981214.6840732,0.0,0.0,0.0,1.0
1756981214.684151,0.0,0.0,0.0,1.0
1756981214.684194,0.0,0.0,0.0,1.0
1756981214.704789,0.0,0.0,0.0,1.0
1756981214.7048776,0.0,0.0,0.0,1.0
1756981214.7049232,0.0,0.0,0.0,1.0
1756981214.704978,0.0,0.0,0.0,1.0
1756981214.7050252,0.0,0.0,0.0,1.0
1756981214.7050743,0.0,0.0,0.0,1.0
1756981214.7051296,0.0,0.0,0.0,1.0
1756981214.7298737,0.0,0.0,0.0,1.0
1756981214.7299278,0.0,0.0,0.0,1.0
1756981214.7299612,0.0,0.0,0.0,1.0
1756981214.7299876,0.0,0.0,0.0,1.0
1756981214.7300155,0.0,0.0,0.0,1.0
1756981214.7300444,0.0,0.0,0.0,1.0
1756981214.7300704,0.0,0.0,0.0,1.0
1756981214.7439277,0.0,0.0,0.0,1.0
1756981214.7439725,0.0,0.0,0.0,1.0
1756981214.7439919,0.0,0.0,0.0,1.0
1756981214.744009,0.0,0.0,0.0,1.0
1756981214.744026,0.0,0.0,0.0,1.0
1756981214.744042,0.0,0.0,0.0,1.0
1756981214.7440588,0.0,0.0,0.0,1.0
1756981214.7640483,0.0,0.0,0.0,1.0
1756981214.7641032,0.0,0.0,0.0,1.0
1756981214.7641325,0.0,0.0,0.0,1.0
1756981214.7641609,0.0,0.0,0.0,1.0
1756981214.76419,0.0,0.0,0.0,1.0
1756981214.7642198,0.0,0.0,0.0,1.0
1756981214.7642508,0.0,0.0,0.0,1.0
1756981214.778853,0.0,0.0,0.0,1.0
1756981214.7926314,0.0,0.0,0.0,1.0
1756981214.792691,0.0,0.0,0.0,1.0
1756981214.7927186,0.0,0.0,0.0,1.0
1756981214.7927456,0.0,0.0,0.0,1.0
1756981214.7927697,0.0,0.0,0.0,1.0
1756981214.792795,0.0,0.0,0.0,1.0
1756981214.7928202,0.0,0.0,0.0,1.0
1756981214.8120456,0.0,0.0,0.0,1.0
1756981214.8120887,0.0,0.0,0.0,1.0
1756981214.8121066,0.0,0.0,0.0,1.0
1756981214.8121238,0.0,0.0,0.0,1.0
1756981214.81214,0.0,0.0,0.0,1.0
1756981214.8121579,0.0,0.0,0.0,1.0
1756981214.8121765,0.0,0.0,0.0,1.0
1756981214.831918,0.0,0.0,0.0,1.0
1756981214.8319526,0.0,0.0,0.0,1.0
1756981214.8319714,0.0,0.0,0.0,1.0
1756981214.8319883,0.0,0.0,0.0,1.0
1756981214.8320067,0.0,0.0,0.0,1.0
1756981214.8320231,0.0,0.0,0.0,1.0
1756981214.83204,0.0,0.0,0.0,1.0
1756981214.844757,0.0,0.0,0.0,1.0
1756981214.8448653,0.0,0.0,0.0,1.0
1756981214.844921,0.0,0.0,0.0,1.0
1756981214.8449736,0.0,0.0,0.0,1.0
1756981214.8450217,0.0,0.0,0.0,1.0
1756981214.8450673,0.0,0.0,0.0,1.0
1756981214.8451054,0.0,0.0,0.0,1.0
1756981214.8646166,0.0,0.0,0.0,1.0
1756981214.8646846,0.0,0.0,0.0,1.0
1756981214.864713,0.0,0.0,0.0,1.0
1756981214.8647394,0.0,0.0,0.0,1.0
1756981214.8647664,0.0,0.0,0.0,1.0
1756981214.864794,0.0,0.0,0.0,1.0
1756981214.86482,0.0,0.0,0.0,1.0
1756981214.878689,0.0,0.0,0.0,1.0
1756981214.8850896,0.0,0.0,0.0,1.0
1756981214.8851619,0.0,0.0,0.0,1.0
1756981214.8852098,0.0,0.0,0.0,1.0
1756981214.8852668,0.0,0.0,0.0,1.0
1756981214.8853245,0.0,0.0,0.0,1.0
1756981214.8853703,0.0,0.0,0.0,1.0
1756981214.8854165,0.0,0.0,0.0,1.0
1756981214.9049628,0.0,0.0,0.0,1.0
1756981214.9050162,0.0,0.0,0.0,1.0
1756981214.905045,0.0,0.0,0.0,1.0
1756981214.905073,0.0,0.0,0.0,1.0
1756981214.9051003,0.0,0.0,0.0,1.0
1756981214.9051287,0.0,0.0,0.0,1.0
1756981214.9051583,0.0,0.0,0.0,1.0
1756981214.92493,0.0,0.0,0.0,1.0
1756981214.92498,0.0,0.0,0.0,1.0
1756981214.9250083,0.0,0.0,0.0,1.0
1756981214.925037,0.0,0.0,0.0,1.0
1756981214.9250648,0.0,0.0,0.0,1.0
1756981214.9250896,0.0,0.0,0.0,1.0
1756981214.9251156,0.0,0.0,0.0,1.0
1756981214.9466612,0.0,0.0,0.0,1.0
1756981214.9467204,0.0,0.0,0.0,1.0
1756981214.9467504,0.0,0.0,0.0,1.0
1756981214.9467797,0.0,0.0,0.0,1.0
1756981214.9468057,0.0,0.0,0.0,1.0
1756981214.9468343,0.0,0.0,0.0,1.0
1756981214.9468532,0.0,0.0,0.0,1.0
1756981214.9790888,0.0,0.0,0.0,1.0
1756981214.979115,0.0,0.0,0.0,1.0
1756981214.9791262,0.0,0.0,0.0,1.0
1756981214.979134,0.0,0.0,0.0,1.0
1756981214.979142,0.0,0.0,0.0,1.0
1756981214.9791496,0.0,0.0,0.0,1.0
1756981214.9791574,0.0,0.0,0.0,1.0
1756981214.9792142,0.0,0.0,0.0,1.0
1756981214.9973605,0.0,0.0,0.0,1.0
1756981214.9974318,0.0,0.0,0.0,1.0
1756981214.9974642,0.0,0.0,0.0,1.0
1756981214.9974816,0.0,0.0,0.0,1.0
1756981214.9974992,0.0,0.0,0.0,1.0
1756981214.997533,0.0,0.0,0.0,1.0
1756981214.9975514,0.0,0.0,0.0,1.0
1756981215.0137813,0.0,0.0,0.0,1.0
1756981215.0138204,0.0,0.0,0.0,1.0
1756981215.013846,0.0,0.0,0.0,1.0
1756981215.0139208,0.0,0.0,0.0,1.0
1756981215.013952,0.0,0.0,0.0,1.0
1756981215.013974,0.0,0.0,0.0,1.0
1756981215.013996,0.0,0.0,0.0,1.0
1756981215.0246677,0.0,0.0,0.0,1.0
1756981215.0247104,0.0,0.0,0.0,1.0
1756981215.0247295,0.0,0.0,0.0,1.0
1756981215.0247464,0.0,0.0,0.0,1.0
1756981215.0247633,0.0,0.0,0.0,1.0
1756981215.02478,0.0,0.0,0.0,1.0
1756981215.0247967,0.0,0.0,0.0,1.0
1756981215.0468574,0.0,0.0,0.0,1.0
1756981215.0469105,0.0,0.0,0.0,1.0
1756981215.046939,0.0,0.0,0.0,1.0
1756981215.0469654,0.0,0.0,0.0,1.0
1756981215.0469906,0.0,0.0,0.0,1.0
1756981215.047015,0.0,0.0,0.0,1.0
1756981215.0470402,0.0,0.0,0.0,1.0
1756981215.0659156,0.0,0.0,0.0,1.0
1756981215.0659492,0.0,0.0,0.0,1.0
1756981215.0659688,0.0,0.0,0.0,1.0
1756981215.0660012,0.0,0.0,0.0,1.0
1756981215.0660274,0.0,0.0,0.0,1.0
1756981215.0660517,0.0,0.0,0.0,1.0
1756981215.0660772,0.0,0.0,0.0,1.0
1756981215.0788636,0.0,0.0,0.0,1.0
1756981215.091887,0.0,0.0,0.0,1.0
1756981215.0919142,0.0,0.0,0.0,1.0
1756981215.091932,0.0,0.0,0.0,1.0
1756981215.0919492,0.0,0.0,0.0,1.0
1756981215.0919654,0.0,0.0,0.0,1.0
1756981215.0919816,0.0,0.0,0.0,1.0
1756981215.0919986,0.0,0.0,0.0,1.0
1756981215.1165962,0.0,0.0,0.0,1.0
1756981215.1166344,0.0,0.0,0.0,1.0
1756981215.1166556,0.0,0.0,0.0,1.0
1756981215.1166732,0.0,0.0,0.0,1.0
1756981215.11669,0.0,0.0,0.0,1.0
1756981215.1167061,0.0,0.0,0.0,1.0
1756981215.116723,0.0,0.0,0.0,1.0
1756981215.1365583,0.0,0.0,0.0,1.0
1756981215.1366513,0.0,0.0,0.0,1.0
1756981215.1366987,0.0,0.0,0.0,1.0
1756981215.136733,0.0,0.0,0.0,1.0
1756981215.13677,0.0,0.0,0.0,1.0
1756981215.1367946,0.0,0.0,0.0,1.0
1756981215.1368284,0.0,0.0,0.0,1.0
1756981215.1467042,0.0,0.0,0.0,1.0
1756981215.1467903,0.0,0.0,0.0,1.0
1756981215.146839,0.0,0.0,0.0,1.0
1756981215.146871,0.0,0.0,0.0,1.0
1756981215.1468966,0.0,0.0,0.0,1.0
1756981215.1469219,0.0,0.0,0.0,1.0
1756981215.1469476,0.0,0.0,0.0,1.0
1756981215.1692274,0.0,0.0,0.0,1.0
1756981215.16931,0.0,0.0,0.0,1.0
1756981215.1693544,0.0,0.0,0.0,1.0
1756981215.169381,0.0,0.0,0.0,1.0
1756981215.1694107,0.0,0.0,0.0,1.0
1756981215.169436,0.0,0.0,0.0,1.0
1756981215.1694627,0.0,0.0,0.0,1.0
1756981215.179323,0.0,0.0,0.0,1.0
1756981215.1891181,0.0,0.0,0.0,1.0
1756981215.189161,0.0,0.0,0.0,1.0
1756981215.1891935,0.0,0.0,0.0,1.0
1756981215.18922,0.0,0.0,0.0,1.0
1756981215.1892447,0.0,0.0,0.0,1.0
1756981215.1892698,0.0,0.0,0.0,1.0
1756981215.1892955,0.0,0.0,0.0,1.0
1756981215.2086933,0.0,0.0,0.0,1.0
1756981215.2087374,0.0,0.0,0.0,1.0
1756981215.2088075,0.0,0.0,0.0,1.0
1756981215.208846,0.0,0.0,0.0,1.0
1756981215.2088802,0.0,0.0,0.0,1.0
1756981215.208907,0.0,0.0,0.0,1.0
1756981215.2089343,0.0,0.0,0.0,1.0
1756981215.2288299,0.0,0.0,0.0,1.0
1756981215.228864,0.0,0.0,0.0,1.0
1756981215.228882,0.0,0.0,0.0,1.0
1756981215.2288997,0.0,0.0,0.0,1.0
1756981215.2289162,0.0,0.0,0.0,1.0
1756981215.2289329,0.0,0.0,0.0,1.0
1756981215.22895,0.0,0.0,0.0,1.0
1756981215.2487118,0.0,0.0,0.0,1.0
1756981215.2487497,0.0,0.0,0.0,1.0
1756981215.2487686,0.0,0.0,0.0,1.0
1756981215.2488604,0.0,0.0,0.0,1.0
1756981215.2488801,0.0,0.0,0.0,1.0
1756981215.248899,0.0,0.0,0.0,1.0
1756981215.2489157,0.0,0.0,0.0,1.0
1756981215.2678068,0.0,0.0,0.0,1.0
1756981215.2678444,0.0,0.0,0.0,1.0
1756981215.267867,0.0,0.0,0.0,1.0
1756981215.2678838,0.0,0.0,0.0,1.0
1756981215.2679005,0.0,0.0,0.0,1.0
1756981215.267917,0.0,0.0,0.0,1.0
1756981215.2679336,0.0,0.0,0.0,1.0
1756981215.2787097,0.0,0.0,0.0,1.0
1756981215.3001695,0.0,0.0,0.0,1.0
1756981215.3002007,0.0,0.0,0.0,1.0
1756981215.3002095,0.0,0.0,0.0,1.0
1756981215.3002176,0.0,0.0,0.0,1.0
1756981215.3002248,0.0,0.0,0.0,1.0
1756981215.3002326,0.0,0.0,0.0,1.0
1756981215.3002405,0.0,0.0,0.0,1.0
1756981215.3136787,0.0,0.0,0.0,1.0
1756981215.313714,0.0,0.0,0.0,1.0
1756981215.313737,0.0,0.0,0.0,1.0
1756981215.3137546,0.0,0.0,0.0,1.0
1756981215.3137715,0.0,0.0,0.0,1.0
1756981215.313788,0.0,0.0,0.0,1.0
1756981215.313805,0.0,0.0,0.0,1.0
1756981215.3311822,0.0,0.0,0.0,1.0
1756981215.331256,0.0,0.0,0.0,1.0
1756981215.3312848,0.0,0.0,0.0,1.0
1756981215.3313115,0.0,0.0,0.0,1.0
1756981215.3313386,0.0,0.0,0.0,1.0
1756981215.3313682,0.0,0.0,0.0,1.0
1756981215.331395,0.0,0.0,0.0,1.0
1756981215.35428,0.0,0.0,0.0,1.0
1756981215.3543184,0.0,0.0,0.0,1.0
1756981215.354338,0.0,0.0,0.0,1.0
1756981215.3543553,0.0,0.0,0.0,1.0
1756981215.3543725,0.0,0.0,0.0,1.0
1756981215.3543894,0.0,0.0,0.0,1.0
1756981215.3544059,0.0,0.0,0.0,1.0
1756981215.3707387,0.0,0.0,0.0,1.0
1756981215.3707736,0.0,0.0,0.0,1.0
1756981215.370793,0.0,0.0,0.0,1.0
1756981215.370831,0.0,0.0,0.0,1.0
1756981215.370871,0.0,0.0,0.0,1.0
1756981215.3708878,0.0,0.0,0.0,1.0
1756981215.3709042,0.0,0.0,0.0,1.0
1756981215.3786209,0.0,0.0,0.0,1.0
1756981215.3918908,0.0,0.0,0.0,1.0
1756981215.3919477,0.0,0.0,0.0,1.0
1756981215.392005,0.0,0.0,0.0,1.0
1756981215.392037,0.0,0.0,0.0,1.0
1756981215.3920624,0.0,0.0,0.0,1.0
1756981215.3920884,0.0,0.0,0.0,1.0
1756981215.3921144,0.0,0.0,0.0,1.0
1756981215.419785,0.0,0.0,0.0,1.0
1756981215.4198167,0.0,0.0,0.0,1.0
1756981215.4198353,0.0,0.0,0.0,1.0
1756981215.4198534,0.0,0.0,0.0,1.0
1756981215.4198709,0.0,0.0,0.0,1.0
1756981215.4198883,0.0,0.0,0.0,1.0
1756981215.4199057,0.0,0.0,0.0,1.0
1756981215.4388685,0.0,0.0,0.0,1.0
1756981215.4388897,0.0,0.0,0.0,1.0
1756981215.4388986,0.0,0.0,0.0,1.0
1756981215.4389086,0.0,0.0,0.0,1.0
1756981215.4389167,0.0,0.0,0.0,1.0
1756981215.4389253,0.0,0.0,0.0,1.0
1756981215.4389334,0.0,0.0,0.0,1.0
1756981215.4505646,0.0,0.0,0.0,1.0
1756981215.4505982,0.0,0.0,0.0,1.0
1756981215.450623,0.0,0.0,0.0,1.0
1756981215.4506316,0.0,0.0,0.0,1.0
1756981215.4506423,0.0,0.0,0.0,1.0
1756981215.4506514,0.0,0.0,0.0,1.0
1756981215.4506614,0.0,0.0,0.0,1.0
1756981215.4686525,0.0,0.0,0.0,1.0
1756981215.468685,0.0,0.0,0.0,1.0
1756981215.4687042,0.0,0.0,0.0,1.0
1756981215.4687216,0.0,0.0,0.0,1.0
1756981215.4687393,0.0,0.0,0.0,1.0
1756981215.4687557,0.0,0.0,0.0,1.0
1756981215.4687738,0.0,0.0,0.0,1.0
1756981215.4786491,0.0,0.0,0.0,1.0
1756981215.4928775,0.0,0.0,0.0,1.0
1756981215.4929132,0.0,0.0,0.0,1.0
1756981215.4929378,0.0,0.0,0.0,1.0
1756981215.4929566,0.0,0.0,0.0,1.0
1756981215.4929752,0.0,0.0,0.0,1.0
1756981215.4929934,0.0,0.0,0.0,1.0
1756981215.4930115,0.0,0.0,0.0,1.0
1756981215.5127254,0.0,0.0,0.0,1.0
1756981215.5127602,0.0,0.0,0.0,1.0
