stamp,ori_x,ori_y,ori_z,ori_w
1756981205.9291112,0.0,0.0,0.0,1.0
1756981205.9291196,0.0,0.0,0.0,1.0
1756981205.929127,0.0,0.0,0.0,1.0
1756981205.9291346,0.0,0.0,0.0,1.0
1756981205.9291425,0.0,0.0,0.0,1.0
1756981205.9621453,0.0,0.0,0.0,1.0
1756981205.9621582,0.0,0.0,0.0,1.0
1756981205.962175,0.0,0.0,0.0,1.0
1756981205.9622788,0.0,0.0,0.0,1.0
1756981205.962295,0.0,0.0,0.0,1.0
1756981205.962308,0.0,0.0,0.0,1.0
1756981205.9623158,0.0,0.0,0.0,1.0
1756981205.9719524,0.0,0.0,0.0,1.0
1756981205.9720154,0.0,0.0,0.0,1.0
1756981205.9720442,0.0,0.0,0.0,1.0
1756981205.9720812,0.0,0.0,0.0,1.0
1756981205.9721143,0.0,0.0,0.0,1.0
1756981205.9721406,0.0,0.0,0.0,1.0
1756981205.9721804,0.0,0.0,0.0,1.0
1756981205.979235,0.0,0.0,0.0,1.0
1756981205.9922607,0.0,0.0,0.0,1.0
1756981205.9922886,0.0,0.0,0.0,1.0
1756981205.992307,0.0,0.0,0.0,1.0
1756981205.992324,0.0,0.0,0.0,1.0
1756981205.9923408,0.0,0.0,0.0,1.0
1756981205.9923575,0.0,0.0,0.0,1.0
1756981205.992375,0.0,0.0,0.0,1.0
1756981206.0120306,0.0,0.0,0.0,1.0
1756981206.0120633,0.0,0.0,0.0,1.0
1756981206.0120816,0.0,0.0,0.0,1.0
1756981206.012099,0.0,0.0,0.0,1.0
1756981206.012115,0.0,0.0,0.0,1.0
1756981206.012132,0.0,0.0,0.0,1.0
1756981206.0121496,0.0,0.0,0.0,1.0
1756981206.0355856,0.0,0.0,0.0,1.0
1756981206.035769,0.0,0.0,0.0,1.0
1756981206.0358078,0.0,0.0,0.0,1.0
1756981206.0358362,0.0,0.0,0.0,1.0
1756981206.0358617,0.0,0.0,0.0,1.0
1756981206.0358863,0.0,0.0,0.0,1.0
1756981206.035912,0.0,0.0,0.0,1.0
1756981206.0517151,0.0,0.0,0.0,1.0
1756981206.0517733,0.0,0.0,0.0,1.0
1756981206.0518007,0.0,0.0,0.0,1.0
1756981206.0518272,0.0,0.0,0.0,1.0
1756981206.0518527,0.0,0.0,0.0,1.0
1756981206.0518782,0.0,0.0,0.0,1.0
1756981206.051904,0.0,0.0,0.0,1.0
1756981206.0710492,0.0,0.0,0.0,1.0
1756981206.071069,0.0,0.0,0.0,1.0
1756981206.0710785,0.0,0.0,0.0,1.0
1756981206.0711365,0.0,0.0,0.0,1.0
1756981206.0711503,0.0,0.0,0.0,1.0
1756981206.07116,0.0,0.0,0.0,1.0
1756981206.071168,0.0,0.0,0.0,1.0
1756981206.0796146,0.0,0.0,0.0,1.0
1756981206.1041193,0.0,0.0,0.0,1.0
1756981206.1041567,0.0,0.0,0.0,1.0
1756981206.1042125,0.0,0.0,0.0,1.0
1756981206.104246,0.0,0.0,0.0,1.0
1756981206.104266,0.0,0.0,0.0,1.0
1756981206.1042974,0.0,0.0,0.0,1.0
1756981206.104325,0.0,0.0,0.0,1.0
1756981206.1170795,0.0,0.0,0.0,1.0
1756981206.1171432,0.0,0.0,0.0,1.0
1756981206.1171641,0.0,0.0,0.0,1.0
1756981206.1171818,0.0,0.0,0.0,1.0
1756981206.1172009,0.0,0.0,0.0,1.0
1756981206.1172173,0.0,0.0,0.0,1.0
1756981206.1172357,0.0,0.0,0.0,1.0
1756981206.137109,0.0,0.0,0.0,1.0
1756981206.1371562,0.0,0.0,0.0,1.0
1756981206.1371775,0.0,0.0,0.0,1.0
1756981206.1371987,0.0,0.0,0.0,1.0
1756981206.1372151,0.0,0.0,0.0,1.0
1756981206.1372323,0.0,0.0,0.0,1.0
1756981206.1372497,0.0,0.0,0.0,1.0
1756981206.1577494,0.0,0.0,0.0,1.0
1756981206.1578524,0.0,0.0,0.0,1.0
1756981206.1579034,0.0,0.0,0.0,1.0
1756981206.1579514,0.0,0.0,0.0,1.0
1756981206.1579976,0.0,0.0,0.0,1.0
1756981206.1580443,0.0,0.0,0.0,1.0
1756981206.1580937,0.0,0.0,0.0,1.0
1756981206.1720972,0.0,0.0,0.0,1.0
1756981206.1721444,0.0,0.0,0.0,1.0
1756981206.1721642,0.0,0.0,0.0,1.0
1756981206.1721768,0.0,0.0,0.0,1.0
1756981206.1721888,0.0,0.0,0.0,1.0
1756981206.1722004,0.0,0.0,0.0,1.0
1756981206.1722138,0.0,0.0,0.0,1.0
1756981206.1792176,0.0,0.0,0.0,1.0
1756981206.194271,0.0,0.0,0.0,1.0
1756981206.1943579,0.0,0.0,0.0,1.0
1756981206.1944041,0.0,0.0,0.0,1.0
1756981206.194449,0.0,0.0,0.0,1.0
1756981206.1944926,0.0,0.0,0.0,1.0
1756981206.1945593,0.0,0.0,0.0,1.0
1756981206.1946094,0.0,0.0,0.0,1.0
1756981206.2135,0.0,0.0,0.0,1.0
1756981206.213729,0.0,0.0,0.0,1.0
1756981206.2137654,0.0,0.0,0.0,1.0
1756981206.2137928,0.0,0.0,0.0,1.0
1756981206.2138193,0.0,0.0,0.0,1.0
1756981206.2138448,0.0,0.0,0.0,1.0
1756981206.2138708,0.0,0.0,0.0,1.0
1756981206.2421136,0.0,0.0,0.0,1.0
1756981206.2421374,0.0,0.0,0.0,1.0
1756981206.2421467,0.0,0.0,0.0,1.0
1756981206.2421558,0.0,0.0,0.0,1.0
1756981206.2421637,0.0,0.0,0.0,1.0
1756981206.2421708,0.0,0.0,0.0,1.0
1756981206.24218,0.0,0.0,0.0,1.0
1756981206.254488,0.0,0.0,0.0,1.0
1756981206.254572,0.0,0.0,0.0,1.0
1756981206.2546105,0.0,0.0,0.0,1.0
1756981206.2546375,0.0,0.0,0.0,1.0
1756981206.2546625,0.0,0.0,0.0,1.0
1756981206.254687,0.0,0.0,0.0,1.0
1756981206.254713,0.0,0.0,0.0,1.0
1756981206.2761118,0.0,0.0,0.0,1.0
1756981206.2761657,0.0,0.0,0.0,1.0
1756981206.276199,0.0,0.0,0.0,1.0
1756981206.2762246,0.0,0.0,0.0,1.0
1756981206.2762496,0.0,0.0,0.0,1.0
1756981206.2762737,0.0,0.0,0.0,1.0
1756981206.2762995,0.0,0.0,0.0,1.0
1756981206.2790842,0.0,0.0,0.0,1.0
1756981206.3113656,0.0,0.0,0.0,1.0
1756981206.31139,0.0,0.0,0.0,1.0
1756981206.3113985,0.0,0.0,0.0,1.0
1756981206.3114073,0.0,0.0,0.0,1.0
1756981206.3114152,0.0,0.0,0.0,1.0
1756981206.311423,0.0,0.0,0.0,1.0
1756981206.311431,0.0,0.0,0.0,1.0
1756981206.315128,0.0,0.0,0.0,1.0
1756981206.315199,0.0,0.0,0.0,1.0
1756981206.3152564,0.0,0.0,0.0,1.0
1756981206.3153172,0.0,0.0,0.0,1.0
1756981206.3153806,0.0,0.0,0.0,1.0
1756981206.3154383,0.0,0.0,0.0,1.0
1756981206.3154888,0.0,0.0,0.0,1.0
1756981206.3350348,0.0,0.0,0.0,1.0
1756981206.3350627,0.0,0.0,0.0,1.0
1756981206.3350809,0.0,0.0,0.0,1.0
1756981206.3350983,0.0,0.0,0.0,1.0
1756981206.335115,0.0,0.0,0.0,1.0
1756981206.3351312,0.0,0.0,0.0,1.0
1756981206.3351479,0.0,0.0,0.0,1.0
1756981206.355461,0.0,0.0,0.0,1.0
1756981206.3555331,0.0,0.0,0.0,1.0
1756981206.3555639,0.0,0.0,0.0,1.0
1756981206.3555918,0.0,0.0,0.0,1.0
1756981206.3556187,0.0,0.0,0.0,1.0
1756981206.3556464,0.0,0.0,0.0,1.0
1756981206.3556745,0.0,0.0,0.0,1.0
1756981206.3741527,0.0,0.0,0.0,1.0
1756981206.3742073,0.0,0.0,0.0,1.0
1756981206.374233,0.0,0.0,0.0,1.0
1756981206.3742568,0.0,0.0,0.0,1.0
1756981206.37428,0.0,0.0,0.0,1.0
1756981206.3743024,0.0,0.0,0.0,1.0
1756981206.3743258,0.0,0.0,0.0,1.0
1756981206.3792853,0.0,0.0,0.0,1.0
1756981206.402447,0.0,0.0,0.0,1.0
1756981206.4025273,0.0,0.0,0.0,1.0
1756981206.4025571,0.0,0.0,0.0,1.0
1756981206.4025838,0.0,0.0,0.0,1.0
1756981206.4026086,0.0,0.0,0.0,1.0
